brand,model,year,variant,horsepower,torque_nm,acceleration_0_60_mph,top_speed_mph,price_inr,market_segment,power_to_price
Mercedes,EQG,2023,Base,357.0,352.0,6.68,154.0,6862965.2,Premium,52.0183
BYD,Dolphin,2023,Performance,356.0,315.0,3.62,200.0,2831009.88,Budget,125.7502
Tesla,Model 3,2023,Base,355.0,361.0,7.4,132.0,4230253.62,Mid-range,83.9193
Tesla,Model Y,2024,Long Range,355.0,348.0,5.31,170.0,4209802.8,Mid-range,84.327
Tesla,Model 3,2025,Base,355.0,293.0,5.86,169.0,4192150.06,Mid-range,84.6821
Xiaomi,SU7,2021,Long Range,353.0,314.0,4.65,176.0,4110018.63,Mid-range,85.8877
Volkswagen,ID.3,2024,Long Range,352.0,368.0,4.24,194.0,3927736.46,Mid-range,89.619
Hyundai,Ioniq 5,2023,Premium,351.0,261.0,5.87,167.0,3551452.06,Mid-range,98.8328
BMW,i5,2025,Standard,351.0,366.0,7.24,142.0,5788963.98,Premium,60.6326
Tesla,Model 3,2025,Long Range,351.0,324.0,5.55,167.0,4114985.21,Mid-range,85.298
Tesla,Model 3,2024,Long Range,350.0,288.0,4.22,191.0,4575250.57,Mid-range,76.4985
GM/Chevrolet,Equinox EV,2023,Base,350.0,350.0,5.71,165.0,3126946.41,Mid-range,111.9303
GM/Chevrolet,Bolt EUV,2025,Standard,349.0,331.0,5.63,161.0,3042178.04,Mid-range,114.7204
BYD,Qin,2025,Premium,348.0,349.0,7.36,138.0,2826178.58,Budget,123.1345
BYD,Leaf 50X,2025,Standard,348.0,323.0,6.57,148.0,2709692.74,Budget,128.4278
GM/Chevrolet,Blazer EV,2025,Standard,347.0,326.0,7.89,124.0,3004271.55,Mid-range,115.5022
Tesla,Cybertruck,2024,Premium,346.0,313.0,5.16,175.0,3998938.58,Mid-range,86.523
Tesla,Cybertruck,2025,Premium,345.0,283.0,5.55,172.0,4360386.7,Mid-range,79.1214
BYD,Dolphin,2024,Performance,345.0,269.0,4.18,190.0,2561033.51,Budget,134.7112
Hyundai,Ioniq 5,2024,Standard,344.0,327.0,5.74,165.0,3141576.44,Mid-range,109.4992
BYD,Qin,2025,Standard,344.0,318.0,7.7,139.0,3058041.38,Mid-range,112.4903
Fisker,Ocean,2025,Premium,343.0,288.0,6.62,157.0,4512507.0,Mid-range,76.011
BYD,Dolphin,2024,Long Range,343.0,313.0,4.54,181.0,3196173.76,Mid-range,107.3158
BYD,Qin,2023,Premium,343.0,302.0,7.96,128.0,2825004.56,Budget,121.4157
BMW,i3,2026,Standard,342.0,306.0,6.14,160.0,5233320.75,Mid-range,65.3505
Ford,E-Transit,2025,Standard,341.0,288.0,7.18,139.0,3603528.5,Mid-range,94.6295
BYD,Atto 3,2025,Long Range,341.0,309.0,5.28,175.0,2716687.53,Budget,125.5205
Hyundai,Kona Electric,2025,Long Range,340.0,302.0,4.97,177.0,3381552.94,Mid-range,100.5455
Hyundai,Kona Electric,2026,Standard,339.0,284.0,7.09,148.0,3414850.24,Mid-range,99.2723
Tesla,Model Y,2025,Performance,338.0,357.0,4.23,197.0,3606900.24,Mid-range,93.7093
Volkswagen,ID. Aero,2024,Long Range,337.0,286.0,5.94,166.0,3542992.68,Mid-range,95.1173
Porsche,Macan Electric,2023,Standard,337.0,320.0,6.15,161.0,8975443.39,Luxury,37.5469
Tesla,Cybertruck,2025,Long Range,336.0,360.0,5.54,161.0,3818139.37,Mid-range,88.001
BYD,Qin,2023,Standard,336.0,291.0,7.83,127.0,3009751.66,Mid-range,111.6371
Mercedes,GLE EV,2025,Long Range,335.0,334.0,5.85,170.0,6989987.07,Premium,47.9257
Porsche,Macan Electric,2022,Long Range,335.0,326.0,5.76,163.0,8508477.15,Luxury,39.3725
Tesla,Cybertruck,2024,Long Range,335.0,376.0,5.32,165.0,3814462.03,Mid-range,87.8237
Rivian,R2,2020,Standard,335.0,333.0,7.08,142.0,6254359.58,Premium,53.5626
Volkswagen,ID. Aero,2024,Premium,335.0,274.0,6.42,159.0,3388991.96,Mid-range,98.8495
Audi,e-tron GT,2023,Base,335.0,307.0,6.29,158.0,5652137.54,Premium,59.2696
Volkswagen,ID.5,2022,Performance,334.0,294.0,3.69,188.0,3870104.76,Mid-range,86.3026
Fisker,Ronin,2026,Base,334.0,275.0,7.33,147.0,4208060.99,Mid-range,79.3715
GM/Chevrolet,Equinox EV,2024,Standard,333.0,310.0,5.68,163.0,2864164.4,Budget,116.2643
Kia,Niro EV,2024,Long Range,332.0,276.0,5.67,165.0,3405912.4,Mid-range,97.4776
BYD,Leaf 50X,2025,Standard,332.0,340.0,7.37,134.0,2809801.72,Budget,118.1578
Kia,Sportage EV,2025,Long Range,328.0,234.0,4.99,172.0,3170749.68,Mid-range,103.4456
NIO,EL8,2021,Long Range,328.0,316.0,4.19,187.0,4611036.16,Mid-range,71.1337
Volvo,XC90 Recharge,2025,Standard,327.0,284.0,5.14,166.0,4665737.01,Mid-range,70.0854
BMW,i7,2025,Base,327.0,326.0,6.85,154.0,5533841.42,Premium,59.091
Tesla,Model S,2025,Base,327.0,254.0,5.67,163.0,3591881.92,Mid-range,91.0386
BYD,Dolphin,2024,Base,326.0,301.0,7.27,144.0,2273637.36,Budget,143.3826
Volkswagen,ID.5,2021,Long Range,326.0,304.0,4.33,186.0,3735899.38,Mid-range,87.2615
Volkswagen,ID. Aero,2023,Base,326.0,304.0,7.67,140.0,3728998.94,Mid-range,87.4229
Kia,Picanto EV,2022,Standard,325.0,298.0,5.09,170.0,3275693.31,Mid-range,99.2156
Rivian,R1S,2024,Base,325.0,272.0,6.54,148.0,6160151.54,Premium,52.7584
Hyundai,Ioniq 6,2025,Base,325.0,323.0,6.36,155.0,3166522.07,Mid-range,102.6363
Kia,Picanto EV,2026,Long Range,322.0,295.0,5.24,173.0,3230552.38,Mid-range,99.6734
Audi,Q4 e-tron,2025,Standard,322.0,241.0,7.23,146.0,5269942.18,Mid-range,61.1012
BYD,Max,2023,Premium,322.0,336.0,7.52,129.0,2452583.71,Budget,131.2901
BYD,Dolphin,2025,Long Range,321.0,285.0,4.17,187.0,2287078.36,Budget,140.3537
BYD,Dolphin,2026,Base,320.0,319.0,7.81,140.0,2804799.24,Budget,114.0902
BYD,Yuan Plus,2025,Standard,320.0,282.0,6.72,144.0,2724858.0,Budget,117.4373
Tesla,Model X,2022,Standard,319.0,269.0,7.63,134.0,3788207.12,Mid-range,84.2087
BYD,Qin,2025,Standard,319.0,224.0,5.48,165.0,2430537.2,Budget,131.2467
Tesla,Model Y,2021,Standard,317.0,261.0,5.56,175.0,4155881.84,Mid-range,76.2774
Volkswagen,ID.5,2024,Base,316.0,259.0,5.58,165.0,3336704.26,Mid-range,94.7042
Volkswagen,ID. Aero,2020,Long Range,315.0,293.0,5.95,164.0,3403708.83,Mid-range,92.5461
Tesla,Cybertruck,2026,Base,315.0,263.0,6.34,152.0,4226294.88,Mid-range,74.5334
BYD,Seagull,2024,Standard,314.0,266.0,7.3,142.0,2695104.45,Budget,116.5075
BMW,i7,2024,Base,314.0,298.0,6.25,155.0,4901032.5,Mid-range,64.0681
Volkswagen,ID.3,2025,Base,313.0,257.0,6.1,160.0,3247268.24,Mid-range,96.3887
Hyundai,Ioniq 6,2025,Long Range,313.0,268.0,5.2,170.0,3149157.41,Mid-range,99.3917
Tesla,Model Y,2025,Base,313.0,323.0,6.74,159.0,3531419.58,Mid-range,88.6329
Volkswagen,ID.3,2023,Premium,312.0,299.0,7.26,142.0,3352250.28,Mid-range,93.0718
Hyundai,Ioniq 5,2022,Premium,312.0,289.0,6.75,148.0,3260391.94,Mid-range,95.694
Kia,Sportage EV,2022,Standard,312.0,260.0,5.27,175.0,3218355.53,Mid-range,96.9439
Kia,Sportage EV,2024,Long Range,310.0,327.0,4.66,176.0,3183985.26,Mid-range,97.3623
Tesla,Cybertruck,2023,Base,310.0,227.0,5.57,171.0,3858550.86,Mid-range,80.341
BYD,Atto 3,2024,Standard,309.0,285.0,6.63,151.0,2575398.02,Budget,119.9815
BYD,Yuan Plus,2026,Long Range,309.0,238.0,4.11,184.0,2703499.54,Budget,114.2963
Tesla,Model Y,2023,Standard,308.0,239.0,6.51,147.0,3717116.06,Mid-range,82.8599
BMW,i4,2023,Base,308.0,308.0,6.05,154.0,5321920.93,Mid-range,57.8738
Tesla,Model S,2025,Standard,308.0,261.0,5.99,154.0,3983911.08,Mid-range,77.311
Volkswagen,ID.5,2024,Premium,308.0,274.0,5.36,163.0,3592473.94,Mid-range,85.7348
BYD,Seagull,2025,Long Range,307.0,301.0,4.35,192.0,2731357.64,Budget,112.3983
Kia,EV6,2023,Base,306.0,230.0,7.4,141.0,3129127.43,Mid-range,97.7908
GM/Chevrolet,Blazer EV,2025,Base,306.0,303.0,5.33,167.0,2890486.94,Budget,105.8645
Tesla,Model Y,2024,Premium,306.0,318.0,6.25,167.0,3988398.38,Mid-range,76.7225
Tesla,Cybertruck,2025,Performance,305.0,299.0,2.74,200.0,4705453.79,Mid-range,64.8184
Tesla,Model X,2022,Base,305.0,255.0,7.71,134.0,3617899.69,Mid-range,84.3031
Tesla,Model X,2023,Premium,305.0,223.0,5.98,157.0,3428130.91,Mid-range,88.9698
Tesla,Model Y,2025,Base,305.0,320.0,5.15,171.0,3245533.94,Mid-range,93.9753
GM/Chevrolet,Bolt EUV,2025,Base,303.0,283.0,7.27,137.0,3173840.01,Mid-range,95.468
Tesla,Cybertruck,2024,Base,302.0,303.0,7.39,134.0,4116271.11,Mid-range,73.3674
Ford,E-Transit,2023,Standard,300.0,298.0,6.99,148.0,3206769.07,Mid-range,93.5521
Tesla,Model Y,2025,Performance,299.0,241.0,3.51,190.0,4268059.08,Mid-range,70.0553
Volkswagen,ID. Buzz,2026,Standard,299.0,249.0,5.92,165.0,3635483.96,Mid-range,82.2449
BMW,iX,2024,Base,299.0,208.0,7.97,134.0,5252765.4,Mid-range,56.9224
Audi,e-tron,2023,Standard,298.0,281.0,6.71,138.0,5286706.47,Mid-range,56.3678
Fisker,Ocean,2025,Standard,298.0,265.0,6.02,158.0,3987675.26,Mid-range,74.7303
Tesla,Model 3,2023,Performance,298.0,243.0,3.8,200.0,4433523.51,Mid-range,67.2152
Tesla,Model Y,2022,Long Range,297.0,281.0,4.05,190.0,3240241.72,Mid-range,91.6598
Volkswagen,ID.3,2024,Base,297.0,256.0,6.67,150.0,3239364.96,Mid-range,91.6846
Kia,EV9,2024,Base,296.0,296.0,6.92,143.0,3023244.42,Mid-range,97.9081
BYD,Dolphin,2026,Performance,296.0,289.0,3.63,200.0,2621743.02,Budget,112.902
BMW,iX,2022,Base,295.0,276.0,5.22,174.0,5148393.74,Mid-range,57.2994
BYD,Qin,2023,Long Range,295.0,278.0,5.89,162.0,2259323.8,Budget,130.57
Hyundai,Ioniq 6,2025,Standard,293.0,234.0,5.76,159.0,3289863.26,Mid-range,89.0615
Tesla,Model X,2024,Premium,293.0,270.0,6.69,151.0,3859196.32,Mid-range,75.9225
BYD,Yuan Plus,2024,Base,292.0,292.0,5.75,166.0,2650563.04,Budget,110.1653
BYD,Max,2023,Long Range,292.0,262.0,4.4,184.0,2555867.36,Budget,114.2469
BMW,i3,2025,Standard,292.0,228.0,7.4,144.0,5134465.93,Mid-range,56.8706
BYD,Seagull,2025,Base,291.0,266.0,5.49,171.0,2644065.91,Budget,110.0578
Tesla,Model 3,2025,Base,291.0,304.0,6.94,140.0,3336751.01,Mid-range,87.2106
GM/Chevrolet,Bolt EV,2025,Base,291.0,200.0,6.28,167.0,2881355.38,Budget,100.9941
Volkswagen,ID.3,2024,Long Range,291.0,288.0,4.74,175.0,3136082.14,Mid-range,92.7909
BYD,Dolphin,2025,Performance,289.0,286.0,2.59,200.0,2528556.18,Budget,114.2945
GM/Chevrolet,Bolt EV,2024,Base,288.0,251.0,5.67,163.0,2859387.36,Budget,100.7209
Mercedes,GLE EV,2026,Standard,287.0,240.0,6.02,157.0,5761066.64,Premium,49.8172
GM/Chevrolet,Silverado EV,2024,Base,287.0,257.0,7.96,130.0,2794693.23,Budget,102.6946
Tesla,Model Y,2026,Base,287.0,328.0,5.79,165.0,3453180.08,Mid-range,83.1118
Tesla,Model S,2025,Long Range,286.0,363.0,5.0,178.0,3592410.48,Mid-range,79.6123
Hyundai,Ioniq,2024,Base,286.0,243.0,5.5,171.0,2660183.92,Budget,107.5114
GM/Chevrolet,Blazer EV,2025,Long Range,285.0,250.0,5.72,163.0,2874454.94,Budget,99.1492
BYD,Leaf 50X,2025,Standard,285.0,269.0,7.69,136.0,2624760.71,Budget,108.5813
Kia,EV9,2026,Long Range,284.0,216.0,4.71,182.0,3166199.76,Mid-range,89.6974
Audi,e-tron GT,2025,Base,284.0,288.0,5.62,162.0,5288241.2,Mid-range,53.7041
Tesla,Model X,2023,Standard,283.0,251.0,6.67,148.0,3670614.08,Mid-range,77.0988
Tesla,Cybertruck,2024,Standard,283.0,238.0,5.32,167.0,3594508.0,Mid-range,78.7312
Tesla,Model S,2023,Standard,283.0,237.0,7.69,143.0,3676078.32,Mid-range,76.9842
Tesla,Cybertruck,2023,Long Range,282.0,226.0,4.65,177.0,3405957.49,Mid-range,82.7961
Ford,F-150 Lightning,2024,Standard,282.0,248.0,6.77,145.0,3222014.5,Mid-range,87.5229
Tesla,Model Y,2026,Long Range,282.0,240.0,4.82,177.0,3632339.34,Mid-range,77.6359
GM/Chevrolet,Equinox EV,2024,Base,282.0,288.0,5.87,157.0,2744596.57,Budget,102.7473
Kia,EV6,2022,Premium,281.0,246.0,6.78,153.0,3345013.34,Mid-range,84.0056
BYD,Max,2025,Long Range,280.0,247.0,5.64,169.0,2229907.58,Budget,125.5657
Ford,F-150 Lightning,2022,Premium,280.0,217.0,5.42,170.0,3268840.46,Mid-range,85.6573
NIO,EL8,2022,Base,279.0,237.0,5.72,172.0,4470939.03,Mid-range,62.403
GM/Chevrolet,Equinox EV,2025,Standard,279.0,261.0,6.07,161.0,2677859.19,Budget,104.1877
Tesla,Cybertruck,2022,Performance,277.0,273.0,3.65,200.0,3316600.8,Mid-range,83.5192
Mercedes,EQG,2022,Long Range,277.0,271.0,4.89,180.0,6222779.05,Premium,44.5139
Tesla,Model S,2023,Base,277.0,278.0,6.4,155.0,3461932.54,Mid-range,80.0131
Tesla,Cybertruck,2023,Base,276.0,226.0,7.84,124.0,3224961.22,Mid-range,85.5824
Tesla,Model S,2023,Base,276.0,281.0,6.1,158.0,3767232.76,Mid-range,73.2633
Kia,EV9,2025,Long Range,276.0,263.0,4.14,189.0,3284039.14,Mid-range,84.0428
BYD,Atto 3,2025,Base,274.0,206.0,7.39,137.0,2227978.73,Budget,122.9814
Volkswagen,ID. Buzz,2026,Standard,274.0,241.0,6.31,156.0,3323597.26,Mid-range,82.4408
Tesla,Model Y,2022,Long Range,274.0,233.0,5.08,170.0,3771653.25,Mid-range,72.6472
Tesla,Model Y,2024,Base,274.0,232.0,5.15,171.0,3358337.44,Mid-range,81.588
BYD,Seagull,2025,Standard,274.0,233.0,5.84,165.0,2251570.82,Budget,121.6928
Mercedes,EQG,2024,Base,273.0,269.0,7.57,133.0,6085542.62,Premium,44.8604
Tesla,Model Y,2024,Performance,272.0,218.0,2.62,200.0,3110807.53,Mid-range,87.4371
Tesla,Model S,2023,Long Range,272.0,317.0,5.76,174.0,3494439.93,Mid-range,77.8379
Hyundai,i30,2022,Standard,272.0,230.0,5.87,157.0,2971188.85,Mid-range,91.5458
BYD,Dolphin,2026,Base,272.0,248.0,5.27,169.0,2328102.74,Budget,116.8333
Hyundai,Ioniq,2024,Premium,271.0,236.0,5.91,174.0,3310481.92,Mid-range,81.8612
BYD,Atto 3,2025,Long Range,270.0,217.0,4.77,176.0,2179145.42,Budget,123.9018
Ford,Mustang Mach-E,2024,Base,270.0,204.0,5.44,160.0,3189445.32,Mid-range,84.6542
Tesla,Model 3,2024,Standard,270.0,219.0,7.11,144.0,3060861.17,Mid-range,88.2105
Audi,e-tron GT,2023,Long Range,269.0,202.0,5.39,173.0,5397714.72,Mid-range,49.8359
Hyundai,Ioniq 5,2025,Standard,269.0,275.0,7.93,130.0,3098712.56,Mid-range,86.8102
Volkswagen,ID. Buzz,2026,Long Range,269.0,207.0,4.99,186.0,3540373.28,Mid-range,75.9807
Hyundai,i30,2023,Base,268.0,228.0,7.69,134.0,3129144.96,Mid-range,85.6464
Rivian,R1S,2023,Base,267.0,240.0,5.26,179.0,5992313.2,Premium,44.5571
BYD,Qin,2022,Base,267.0,228.0,5.13,170.0,2022298.19,Budget,132.028
Tesla,Model Y,2026,Standard,266.0,234.0,7.73,131.0,3340560.28,Mid-range,79.6274
Tesla,Model S,2025,Base,266.0,200.0,6.67,145.0,3468039.74,Mid-range,76.7004
BYD,Qin,2022,Base,266.0,255.0,5.71,162.0,2523802.53,Budget,105.3965
BYD,Atto 3,2025,Premium,265.0,221.0,6.28,152.0,2198277.78,Budget,120.5489
Ford,F-150 Lightning,2025,Base,265.0,208.0,6.52,146.0,2905972.01,Budget,91.1915
Tesla,Cybertruck,2024,Performance,263.0,241.0,2.94,200.0,3576074.54,Mid-range,73.5443
Kia,Niro EV,2024,Standard,263.0,250.0,5.22,171.0,3257626.42,Mid-range,80.7336
GM/Chevrolet,Equinox EV,2022,Base,262.0,240.0,5.72,157.0,2819930.27,Budget,92.9101
Hyundai,i30,2023,Standard,260.0,262.0,7.78,128.0,2760698.71,Budget,94.1791
Tesla,Model 3,2025,Performance,260.0,237.0,2.56,200.0,3543854.4,Mid-range,73.3664
Tesla,Cybertruck,2026,Standard,260.0,259.0,7.31,136.0,3330683.07,Mid-range,78.0621
Volkswagen,ID.3,2026,Standard,259.0,233.0,6.92,148.0,3078446.27,Mid-range,84.1334
Hyundai,Ioniq 5,2025,Base,258.0,270.0,6.86,142.0,2922034.07,Budget,88.2947
Volkswagen,ID.4,2024,Standard,257.0,296.0,6.85,140.0,3007607.38,Mid-range,85.45
Hyundai,Ioniq,2026,Standard,257.0,213.0,5.96,160.0,3110983.72,Mid-range,82.6105
Audi,e-tron,2024,Standard,256.0,256.0,5.78,160.0,5183211.57,Mid-range,49.3902
BYD,Atto 3,2025,Long Range,255.0,210.0,4.73,180.0,2413446.42,Budget,105.658
Tesla,Model 3,2025,Standard,254.0,280.0,7.52,135.0,3320354.96,Mid-range,76.4978
Hyundai,Ioniq,2021,Standard,254.0,208.0,6.1,158.0,2826254.56,Budget,89.8716
Kia,EV6,2021,Premium,254.0,233.0,5.2,170.0,3013763.83,Mid-range,84.28
BYD,Yuan Plus,2022,Standard,254.0,200.0,7.12,141.0,2332933.22,Budget,108.8758
BMW,i7,2025,Standard,253.0,262.0,5.11,178.0,4685078.12,Mid-range,54.0012
BMW,i5,2023,Base,253.0,248.0,5.44,167.0,4922463.61,Mid-range,51.397
Tesla,Model 3,2025,Base,252.0,227.0,7.9,133.0,3588756.52,Mid-range,70.2193
BYD,Yuan Plus,2025,Standard,251.0,252.0,6.5,156.0,2344520.52,Budget,107.0581
Ford,Mustang Mach-E,2025,Base,250.0,221.0,5.86,172.0,2665411.85,Budget,93.7941
Tesla,Cybertruck,2023,Standard,249.0,217.0,5.24,168.0,2928475.26,Mid-range,85.0272
Hyundai,i30,2024,Base,249.0,207.0,7.96,134.0,2930279.7,Mid-range,84.9748
Tesla,Model X,2025,Base,248.0,200.0,6.79,148.0,3585929.21,Mid-range,69.1592
GM/Chevrolet,Equinox EV,2022,Base,247.0,200.0,7.17,139.0,2741237.36,Budget,90.1053
Ford,Explorer EV,2023,Standard,247.0,257.0,7.84,137.0,3209223.14,Mid-range,76.9657
Tesla,Model 3,2026,Base,247.0,226.0,7.97,131.0,3046861.56,Mid-range,81.067
Volkswagen,ID.3,2024,Standard,247.0,221.0,7.31,145.0,3242485.36,Mid-range,76.1761
Hyundai,i30,2025,Standard,245.0,205.0,7.91,129.0,2766184.66,Budget,88.5696
BYD,Qin,2021,Base,244.0,200.0,6.89,147.0,2128682.2,Budget,114.6249
Ford,Explorer EV,2023,Standard,244.0,225.0,6.53,154.0,3114411.39,Mid-range,78.3455
Audi,Q4 e-tron,2025,Standard,243.0,200.0,5.47,164.0,4609571.58,Mid-range,52.7164
Kia,EV6,2025,Base,241.0,200.0,6.15,156.0,2863824.55,Budget,84.1532
Kia,EV9,2023,Standard,241.0,214.0,7.1,135.0,2798167.66,Budget,86.1278
Tesla,Cybertruck,2025,Premium,240.0,200.0,6.3,151.0,3005323.65,Mid-range,79.8583
BYD,Atto 3,2026,Long Range,239.0,200.0,5.01,181.0,2303188.02,Budget,103.7692
Tesla,Model 3,2025,Long Range,239.0,219.0,5.1,169.0,3116622.47,Mid-range,76.6856
Tesla,Model X,2025,Performance,238.0,200.0,3.51,198.0,3423274.55,Mid-range,69.5241
BYD,Dolphin,2025,Long Range,236.0,233.0,5.85,165.0,2025992.23,Budget,116.4861
Kia,Niro EV,2022,Base,236.0,242.0,5.43,173.0,2907240.38,Budget,81.1766
BYD,Max,2025,Base,236.0,200.0,7.37,137.0,2044176.02,Budget,115.4499
Tesla,Model X,2023,Premium,236.0,223.0,7.02,143.0,3630666.0,Mid-range,65.0018
BYD,Max,2023,Performance,236.0,202.0,2.9,200.0,2209508.53,Budget,106.8111
Tesla,Model 3,2023,Base,235.0,266.0,5.0,180.0,2780949.96,Budget,84.5035
Kia,Sportage EV,2024,Standard,233.0,200.0,6.94,145.0,2655077.89,Budget,87.7564
Hyundai,i30,2024,Standard,233.0,200.0,7.74,136.0,2609940.3,Budget,89.2741
Tesla,Model 3,2024,Base,229.0,203.0,7.58,129.0,2680830.96,Budget,85.4213
Tesla,Cybertruck,2022,Base,229.0,216.0,5.04,175.0,2779013.6,Budget,82.4033
GM/Chevrolet,Equinox EV,2023,Long Range,228.0,275.0,5.64,160.0,2766117.86,Budget,82.426
BYD,Seagull,2024,Base,228.0,201.0,6.21,159.0,2047437.54,Budget,111.3587
Hyundai,Ioniq 5,2022,Standard,227.0,212.0,5.04,165.0,2877000.01,Budget,78.9016
Tesla,Model X,2024,Performance,227.0,200.0,3.87,192.0,3584837.03,Mid-range,63.3223
Tesla,Cybertruck,2024,Base,227.0,200.0,5.25,169.0,3205911.52,Mid-range,70.8067
Tesla,Model Y,2025,Premium,226.0,200.0,6.49,148.0,3379602.38,Mid-range,66.8718
Volkswagen,ID. Buzz,2021,Long Range,224.0,235.0,5.38,165.0,2995102.42,Mid-range,74.7888
Audi,Q6 e-tron,2024,Standard,224.0,200.0,5.42,173.0,4651020.97,Mid-range,48.1615
Tesla,Cybertruck,2024,Base,223.0,200.0,5.52,169.0,3119982.51,Mid-range,71.4748
GM/Chevrolet,Blazer EV,2023,Base,222.0,209.0,7.82,134.0,2552822.96,Budget,86.9626
Hyundai,Kona Electric,2025,Standard,222.0,200.0,6.62,148.0,2830297.63,Budget,78.437
Volkswagen,ID.5,2025,Base,222.0,200.0,6.37,152.0,3072813.36,Mid-range,72.2465
BYD,Yuan Plus,2021,Base,221.0,200.0,6.0,152.0,2038402.84,Budget,108.4182
Kia,Picanto EV,2024,Standard,221.0,217.0,6.66,156.0,2719102.35,Budget,81.2768
Tesla,Model S,2025,Base,220.0,213.0,7.98,127.0,2455863.59,Budget,89.5815
Kia,Picanto EV,2025,Base,220.0,238.0,7.22,144.0,2797432.86,Budget,78.6435
Tesla,Model 3,2025,Base,219.0,232.0,7.25,142.0,3184437.0,Mid-range,68.772
Rivian,R3,2025,Base,218.0,273.0,6.31,148.0,5918540.96,Premium,36.8334
GM/Chevrolet,Bolt EUV,2025,Standard,218.0,200.0,7.13,142.0,2463433.7,Budget,88.4944
Volkswagen,ID.5,2025,Base,218.0,243.0,5.66,169.0,2722840.64,Budget,80.0634
BYD,Dolphin,2023,Premium,216.0,200.0,7.75,135.0,2153821.54,Budget,100.2869
BYD,Leaf 50X,2023,Performance,215.0,200.0,4.43,188.0,2164442.74,Budget,99.3327
Volvo,C40 Recharge,2022,Base,215.0,200.0,5.43,165.0,3858953.34,Mid-range,55.7146
Tesla,Model Y,2025,Long Range,215.0,200.0,4.06,183.0,2821986.88,Budget,76.1875
Mercedes,EQG,2022,Base,213.0,227.0,7.35,142.0,5378810.32,Mid-range,39.5998
BYD,Dolphin,2023,Standard,211.0,239.0,5.58,166.0,1962716.76,Budget,107.504
BYD,Max,2024,Base,211.0,200.0,5.16,177.0,2006472.44,Budget,105.1597
BYD,Max,2023,Standard,211.0,200.0,7.24,143.0,2219527.69,Budget,95.0653
Volkswagen,ID. Aero,2026,Standard,211.0,201.0,5.81,170.0,3006322.31,Mid-range,70.1854
Kia,EV9,2021,Standard,210.0,200.0,7.59,137.0,2689587.6,Budget,78.0789
Tesla,Model X,2026,Base,208.0,200.0,6.7,142.0,2603575.09,Budget,79.8901
BYD,Yuan Plus,2023,Standard,207.0,200.0,6.84,157.0,1797173.0,Budget,115.1809
Audi,e-tron GT,2025,Standard,207.0,200.0,6.45,154.0,4489136.18,Mid-range,46.1113
BYD,Seagull,2024,Base,204.0,201.0,6.57,159.0,1625827.66,Budget,125.4746
BYD,Leaf 50X,2025,Base,204.0,200.0,6.22,157.0,2158796.48,Budget,94.4971
Kia,EV6,2024,Standard,204.0,200.0,5.73,164.0,2607765.12,Budget,78.2279
BMW,iX,2025,Standard,203.0,200.0,5.73,173.0,4638834.15,Mid-range,43.761
BYD,Seagull,2024,Base,202.0,200.0,5.73,169.0,1387186.34,Budget,145.6185
Ford,Explorer EV,2023,Base,202.0,205.0,6.38,155.0,2962736.98,Mid-range,68.1802
Volkswagen,ID.3,2026,Standard,201.0,200.0,6.02,160.0,2795907.32,Budget,71.8908
GM/Chevrolet,Equinox EV,2025,Standard,200.0,200.0,6.63,147.0,2409634.65,Budget,83.0001
Kia,Sportage EV,2023,Base,200.0,200.0,6.68,149.0,2589704.9,Budget,77.2289
Toyota,bZ4X,2024,Base,200.0,212.0,5.22,177.0,3007185.7,Mid-range,66.5074
Tesla,Model S,2025,Base,199.0,200.0,7.88,130.0,2537327.86,Budget,78.429
BYD,Atto 3,2024,Standard,199.0,213.0,7.77,135.0,1812611.32,Budget,109.7864
BYD,Atto 3,2024,Long Range,197.0,200.0,5.45,167.0,2108686.46,Budget,93.4231
Audi,Q6 e-tron,2024,Base,194.0,200.0,6.0,155.0,4280813.7,Mid-range,45.3185
Kia,Sportage EV,2020,Standard,193.0,200.0,5.97,160.0,2232117.83,Budget,86.465
Ford,Explorer EV,2025,Base,192.0,210.0,6.24,163.0,2671948.23,Budget,71.8577
Tesla,Cybertruck,2025,Base,191.0,200.0,5.38,170.0,2479076.59,Budget,77.0448
Kia,EV9,2025,Base,191.0,200.0,6.48,143.0,2595382.9,Budget,73.5922
Volkswagen,ID. Buzz,2025,Standard,190.0,200.0,6.77,145.0,2915273.08,Budget,65.174
BYD,Qin,2024,Standard,190.0,200.0,5.75,171.0,1812985.4,Budget,104.7995
Kia,Picanto EV,2024,Base,188.0,200.0,5.23,165.0,2864055.01,Budget,65.6412
Ford,Explorer EV,2025,Base,188.0,200.0,5.16,168.0,2655780.12,Budget,70.789
Tesla,Model X,2021,Standard,188.0,200.0,7.15,149.0,2333474.3,Budget,80.5666
Hyundai,i30,2025,Standard,187.0,200.0,7.77,137.0,2519409.6,Budget,74.2237
BYD,Leaf 50X,2024,Standard,187.0,200.0,5.47,168.0,1777412.73,Budget,105.2091
Volkswagen,ID. Aero,2024,Base,186.0,208.0,7.54,131.0,2456036.44,Budget,75.7318
Kia,EV6,2020,Standard,185.0,200.0,6.13,165.0,2449793.98,Budget,75.5166
Volkswagen,ID.3,2024,Base,184.0,200.0,7.05,139.0,2734920.59,Budget,67.278
Tesla,Model X,2025,Premium,182.0,200.0,6.58,146.0,2977107.33,Mid-range,61.1332
